id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,cluster
263163,Noix de Saint Jacques marinees au Coulis de Concombre,,1,1,1987,1987,0.0,0.0,17
200300,Hamburger Beefsteak im Tiegel,,1,1,1910,1910,0.0,0.0,5
106727,"Fonds d'artichauts, Mornay",,1,1,1900,1900,0.6,0.6,1
139426,Champignon sur toast,,2,2,1932,1932,0.0,0.0,13
90395,Chateau Latour Bordeaux (Red),,1,1,1896,1896,0.0,0.0,19
257217,"CHICKEN LIVER ""EN BROCHETTE"", MUSHROOM SAUCE, WHIPPED POTATOES",,1,1,1962,1962,1.95,1.95,22
328490,"BROILED BOSTON MACKEREL, LEMON BUTTER",,1,1,1940,1940,1.5,1.5,22
461929,Scrambled eggs with asparagus tips (for two),,1,1,0,0,0.0,0.0,16
132226,"Claret Wines, J.C. Hartmann's Bottling, Chateau de Velor",,1,1,1900,1900,0.5,1.0,10
331717,Hennessy (3-Star) Brandy,,1,1,1940,1940,0.5,0.75,23
150285,Filet de Bass au fumet de legumes,,1,1,0,0,0.0,0.0,16
494161,SHERRRY,,1,1,1906,1906,,,4
217554,"Veal Scaloppine in Marsala Wine, Mashed Potatoes",,1,1,1973,1973,0.0,0.0,17
140572,Farskrokt lax med graddstuvad hel spenat och kokt potatis,,1,1,0,0,0.0,0.0,16
349202,Rolled Veal,,1,1,0,0,0.0,0.0,16
328650,"Sirloin Steak Minute, O'Brien Potatoes",,3,3,1940,1941,1.35,1.65,22
492719,Stewed Carrots and Turnips,,1,1,1913,1913,,,4
469037,"Chicken Caesar, Grilled Breast of Chicken over our Caesar Salad ... 5.95",,1,1,1999,1999,5.95,5.95,15
482838,"Philadelphia Cream Cheese with Bar-le-Duc, red",,0,0,0,0,0.0,0.0,16
282789,FILET MIGNON AND GRILLED SHRIMP,,1,1,1989,1989,0.0,0.0,17
50324,Eastern oysers in shell,,1,1,1900,1900,0.0,0.0,19
71406,Geisenheimer Rothenberg Auslese,,1,1,1896,1896,0.0,0.0,19
464862,"LOBSTER ""THERMIDOR""",,1,0,1987,1987,,,12
71192,Filets de sole Anglaise Mirepoix,,2,2,1906,1906,1.75,1.75,22
183400,Combination of Fresh Vegetables with Poached Egg,,1,1,1927,1927,0.95,0.95,1
483356,ROASTED ALMONDS,,1,1,0,0,0.0,0.0,16
443107,Pickles Beets,,1,1,1914,1914,0.05,0.05,5
408913,Belon oysters,,1,1,1969,1969,0.0,0.0,24
135605,"Chicken ""Vienna style,"" parsley potatoes",,1,1,0,0,0.0,0.0,16
425047,Tapioca Pudding with Whipped Cream,,4,4,1914,1915,0.1,0.1,9
180092,"Magret Alsacien, Entenbrust an Honig-Rotwein-Sauce",,1,1,0,0,0.0,0.0,16
97479,Smith & McNell's Medium Home-made concord,,1,1,1900,1900,0.0,0.0,19
69385,"Roast Oysters, Pan",,1,1,1894,1894,0.3,0.3,2
451989,Tureen Chasseresse,,1,1,0,0,0.0,0.0,16
215725,Groente,,2,2,1973,1973,0.0,0.0,17
221749,"Pommard, Les Grands Epenots 1962",,1,1,1966,1966,0.0,0.0,24
168216,Krug Cremant,,1,1,1974,1974,0.0,0.0,17
78719,Broiled chicken on toast (half),,2,2,1907,1938,0.4,0.9,8
395022,Consomme en tasse: Excelsior,,1,1,1917,1917,0.45,0.45,8
505633,Poulet Grillé Diable,,1,1,1907,1907,,,4
367403,"Glace, Framboise",,1,1,1931,1931,0.0,0.0,13
54430,"Onion Soup, German Style",,1,1,1901,1907,0.2,0.25,2
380144,Le jambon de parme et melon,,1,1,1981,1981,0.0,0.0,17
74509,"Breaded Lamb Chops, tomato sauce",,3,3,1900,1907,0.0,0.0,5
228271,Shredded Beef with Dried Hot Pepper,,1,1,0,0,0.0,0.0,16
230642,Fresh Shrimp Supreme,,2,2,1953,1984,0.0,0.0,24
191135,IMPORTED SCOTCH IND. BOTTLE,,1,1,0,0,0.35,0.35,16
150450,Lasagne Verdi,,1,1,1972,1972,0.0,0.0,24
31268,Larded partridges,,1,1,1901,1901,0.0,0.0,19
169752,"Le Clams Chowder ""Deux Cultures""",,1,1,0,0,0.0,0.0,16
470040,"Pont l'Eveque cheese, per person",,1,1,1912,1912,0.2,0.2,9
260993,1953er Piesporter Lay'schen Riesling Spatlese Wachstum Reichsgraf v.Kesselstatt (Mosel),,1,1,1962,1962,0.0,0.0,24
328648,Breaded Veal Cutlet Holstein,,1,1,1940,1940,0.0,0.0,13
348894,"BOYARD Maryland, (Regie francais), box of 20",,2,2,1938,1938,0.0,0.0,13
320235,Musch Steak,,2,2,1943,1943,1.5,1.75,22
356695,In Cup (hot) Chicken Broth,,1,1,1933,1933,0.0,0.0,13
78267,"Pommes de terre, a la Bechamel",,1,1,1889,1889,0.0,0.0,19
74617,"Filets Mignons, Sautee, a la Bordelaise",,1,1,1899,1899,0.0,0.0,19
308629,Pettijohn's with milk,,1,1,1945,1945,0.2,0.2,7
232413,Les Frommage de Dupays,,1,1,1967,1967,0.0,0.0,24
34581,Filet de boeuf Montebello,,3,3,1898,1901,0.0,0.0,19
60964,"Farina, Custard",,1,1,1901,1901,0.0,0.0,19
366617,coconut cream cake,,1,1,0,0,0.0,0.0,16
61472,gebraten Hammelkoteletten,,1,1,1901,1901,0.0,0.0,19
492452,Oysters Roast in Shell,,1,1,1913,1913,0.5,0.5,8
84450,Green apple tarts,,1,1,1895,1895,0.0,0.0,19
287845,LE POULET AU CURRY,,1,1,1963,1963,0.0,0.0,24
162343,"Ungarisches Paprikaschnitzel, Spatzle vom Brett, Salata",,1,1,1974,1974,0.0,0.0,17
200177,"Beefsteak, Grill",,2,2,1910,1910,0.0,0.0,5
184032,Chilled White,,1,1,0,0,4.25,8.0,3
217463,"SLICED CHICKEN and TONGUE SANDWICH, Cole Slaw, Russian Dressing",,1,1,1973,1973,0.0,0.0,17
165877,Ballotine of Sole en Croute au Saffran,,1,1,0,0,0.0,0.0,16
347587,"Barton & Guestier Macon Burgundy, Red",,1,1,1950,1950,0.0,0.0,13
84037,"SWEETBREADS PIQUE, BINNER SPECIAL",,1,1,1899,1899,0.0,0.0,19
304208,"Sherry - Sherry Wine, Sugar, Whole Egg, Nutmeg",,1,1,1955,1955,0.0,0.0,21
83185,"Terrine of Foie Gras, medium",,1,1,1900,1900,1.5,1.5,22
25408,Chateau d'Arsac Salzet,,6,6,1900,1901,0.75,2.0,4
496982,"Crème à la Vanille de Bourbon, Brûlée au Sucre Roux ",,1,1,1997,1997,0.0,0.0,17
271092,Shrimps Marinara with Rice,,1,1,1961,1961,2.5,2.5,15
481146,"Club [sandwich], special",,1,0,0,0,0.0,0.0,16
308528,Wine Vingar Dressing,,1,1,1944,1944,0.0,0.0,13
427589,London Grill Soup of the Day,,1,1,1973,1973,0.8,0.8,23
263603,Three Colorado Lamb Chops,,2,2,1981,1981,19.75,23.75,6
32970,"Kirschwasser, per pony",,3,3,1901,1906,0.15,0.15,2
166780,Ravioli Printanier aux Citrons Confits,,4,4,1993,1993,0.0,0.0,17
321358,"BROILED FRESH LONG ISLAND BLUEFISH, Parsley Butter, RELISH, APPETIZER, SOUP, CHOICE OF (2) VEGETABLES, DESSERT AND BEVERAGE",,1,1,1948,1948,0.0,0.0,13
348254,Manhattan koktails,,1,1,1938,1938,0.0,0.0,13
379344,Miles' Sparkling,,1,1,1919,1919,0.05,0.05,5
204426,Klondike Sorbet,,1,1,1910,1910,0.0,0.0,5
242883,"Corazon de Lechuga, Salsa Francesa",,2,2,1958,1958,0.0,0.0,24
180273,"0234 Macon Superieur ""Louis Changarnier"" - Appellation Macon Superieur Controlee - Purpur in der Farbe.  Seine Nase erinnert an Vanille und Volle, reife Fruchte.  Lang anhaltender Geschmack, Feines, leichtes Tannin.  Ein wunderschoner, aromatischer Wein, ",,1,1,0,0,0.0,0.0,16
473731,POTATOES--FRENCH FRIED,,1,1,1912,1912,,,4
498371,Seezunge mit Weissweinsauce,,1,1,1913,1913,2.5,2.5,22
385990,"Potage Westmoreland, au Madere",,1,1,1918,1918,,,4
199590,Veal Cutlet Marechale,,1,1,1910,1910,0.0,0.0,5
412943,Potage - Clear green turtle,,1,1,1890,1890,,,4
5030,"Steamed live lobster, stuffed",,1,1,1900,1900,0.5,1.0,10
424179,"Breaded Lamb Chops, Macedoine",,1,1,1915,1915,,,4
116052,"Filet of Bass, Venetienne",,1,1,1905,1905,0.0,0.0,5
70378,Durkheimer Pints,,1,1,1865,1865,0.0,0.0,19
463161,"oolong tea, per cup",,1,1,0,0,0.0,0.0,16
486770,Demi Tasse coffee,,1,1,1913,1913,0.1,0.1,9
66471,"Chicken, toasted sandwich",,1,1,1907,1907,0.0,0.0,5
442626,"Imported Westphalia Ham, Asparagus",,1,1,1914,1914,0.5,0.5,8
404596,"Eggs  Poached, Lafayette",,1,1,1917,1917,0.6,0.6,8
249742,Lemon Chiffon Ice Cream,,2,2,1955,1957,0.25,0.25,7
392139,Extra Cocktail Sauce,,0,0,0,0,0.0,0.0,16
148179,Jekel Vineyards Chardonnay - Reserve 1981,,1,1,0,0,38.0,38.0,6
125828,Bisque de Crevettes a la Louisianaise,,1,1,1895,1895,0.0,0.0,19
178084,"Fruchtiger Rucolasalt (fruity rocket salad with mustard-honey dressing, mango, Schwarzwalder ham rose, Parmesan and roasted sesame) mit Senf-Honigdressing, Mangospalten, Schwarzwalder Schinkenroschen, gehobeltem Parmesan und gerostetem Sesam",,1,1,0,0,0.0,0.0,16
274369,Sundial Salad Bowl,,1,1,1961,1961,0.3,0.3,7
240244,Consomme Plain in Cup,,2,2,1958,1962,0.35,0.35,23
111754,McLaren's' Imperial Cheese,,1,1,1897,1897,0.0,0.0,19
86345,"Filet de King Fish Saute, Meuniere",,1,1,1908,1908,0.0,0.0,5
485947,"Chesapeake Bass, saute Meuniere",,1,1,1913,1913,,,4
474669,Mancanillas,,1,1,1912,1912,,,4
403465,"Peches, Pommes",,1,1,1917,1917,0.35,0.35,18
250403,Eggs Poached Benedict,,1,1,1959,1959,0.0,0.0,24
461572,French Fried  Potatoes with orders,,1,1,0,0,0.0,0.0,16
178439,Bardolino Chiaretto D.O.C. ... suffig mit Aromen von Erdbeeren und Steinobst,,1,1,0,0,0.0,0.0,16
156278,New England Clam Chowder,,29,34,1917,1987,0.15,5.95,15
416031,"Cauliflower, fresh",,1,1,1917,1917,,,4
57519,Lloyd-Kase,,12,12,1899,1910,0.0,0.0,5
130794,"Claret 1st Quality Fine Vintage, (yellow seal)",,1,1,1900,1900,0.0,0.0,19
44367,Ris de Veau en Supreme,,2,2,1900,1900,0.0,0.0,19
27669,Kingfish saute Meuniere,,7,7,1896,1920,0.75,0.9,1
242200,Rohkosplatte,,1,1,1958,1958,0.0,0.0,24
178245,"Blue Coco - Batida de Coco, Curacao Blue, Bacardi Light Dry",,1,1,0,0,0.0,0.0,16
232652,"Graacher Domprobst, 1957, Spaetlese",,1,1,1967,1967,0.0,0.0,24
37273,Baked Halibut in cream,,1,1,1900,1900,0.3,0.5,11
240608,Ganseleberpastete mit Butter und Toast,,5,5,1954,1961,0.0,0.0,21
447531,PHILADELPHIA CREAM CHEESE,,2,2,1914,1914,,,4
438529,"Our Own Ice Creams with Cookies: Triple Chocolate,Vanilla, Pistachio",,1,1,1984,1984,,,12
40542,Pork chops fried,,2,2,1901,1901,0.0,0.0,19
42298,"Philadelphia Squab Sur Canape, au Cresson",,2,2,1900,1900,0.0,0.0,19
89354,Pommes de Terre Duchesse,,10,10,1888,1961,0.2,0.4,11
285034,POMPANO ARLEQUIN,,1,1,1961,1961,33.0,33.0,6
206929,Omelette: Souffle,,1,1,1900,1900,0.8,0.8,1
351525,Tao Tea,,31,31,1932,1933,0.0,0.0,13
40786,Cigarettes (Waldorf Egyptian),,1,1,1900,1900,0.0,0.0,19
256330,Souffle Glace Kempinski   2 Pers.,,1,1,1962,1962,0.0,0.0,24
190667,Grape-Nuts with Cream,,2,2,0,0,0.2,0.35,16
407534,Season salad with fried bacon & fresh shrimps,,1,1,0,0,0.0,0.0,16
124565,Granat in Muscheln,,1,1,1901,1901,0.0,0.0,19
508668,"Liebfraumilch, Deinhard & Co rhine wine",,1,1,1901,1901,2.0,2.0,22
167376,"Chardonnay, Hess Select, 1999, (California)",,1,1,2012,2012,9.5,9.5,15
32761,"Potatoes raw, fried",,1,1,1901,1901,0.05,0.05,19
238615,Spaghetti mit Tomatensauce,,2,2,1958,1962,0.0,0.0,24
62795,"Boiled Salmon, Sauce Tartare, Cucumbers",,1,1,1900,1900,0.0,0.0,19
374700,Omelet with jelly,,17,17,1900,1920,0.3,0.6,11
4365,Peach Meringue,,17,17,1865,1921,0.15,0.4,11
416838,"Austern, hollandische Art",,1,1,1901,1901,,,4
312787,"ROAST FRESH (LARGE) TURKEY LEG - Fresh Green Peas, Compote of Cranberries, Candied Sweet Potato",,1,1,1949,1949,0.0,0.0,13
495103,Crêpe au miel et au citron,,1,1,0,0,0.0,0.0,16
240696,Kalbsrahmschlegel mit Spaghetti und Salate,,1,1,1958,1958,0.0,0.0,24
299185,Chilled Diced Fruits,,1,1,1955,1955,0.3,0.3,7
253853,CRISP TACO,,2,2,1988,1988,1.75,1.75,0
2598,Gin,,78,83,1893,1990,0.0,2.5,12
479392,Erdbeermarmalade,,1,1,0,0,0.0,0.0,16
119655,"Roquefort, Imp",,1,1,1894,1894,20.0,20.0,6
492130,Mixed Vegetable Egg Foo Young,,1,1,2000,2000,4.75,4.75,15
336730,"*Lake Trout Grilled, Casino Butter",,1,1,1937,1937,0.0,0.0,13
282899,Hammer Weinbrand,,1,1,1954,1954,0.0,0.0,14
87088,LAKE BASS AU VIN BLANC,,1,1,1899,1899,0.0,0.0,19
292915,Poached Filet of Turbot au Vin Blanc,,1,1,1953,1953,0.0,0.0,14
13163,"Veal sweet breads, french, peas",,2,2,1900,1900,0.0,0.0,19
20909,Cold Pickled Tripe,,3,3,1901,1901,0.0,0.0,19
211708,Schweinsniere sauer mit Kartoffeln,,1,1,1971,1971,0.0,0.0,24
53311,CHICKEN A LA ROYAL,,1,1,1905,1905,0.0,0.0,5
465874,"Cold half spring chicken, salad",,1,1,1917,1917,0.55,0.55,8
240415,Mjolk,,1,1,1958,1958,0.0,0.0,24
337479,Oignons Perles,,2,2,1937,1937,0.0,0.0,13
224926,TAHITIAN COFFEE,,1,1,1965,1965,1.5,1.5,0
296423,"Medaglia D'Oro Coffee The true continental demi-tasse coffee, ebony roasted wonderfully rich in flavor.",,1,1,1955,1955,0.0,0.0,21
472547,Astor Special Bourbon,,8,8,1912,1913,0.25,4.0,15
18599,Fried Sea Trout,,8,8,1900,1918,0.3,0.3,11
287589,Fachinger Mineralwasser,,4,4,1957,1972,0.0,0.0,24
88184,"Carrots, Baked Potatoes",,1,1,1906,1906,0.0,0.0,5
89686,Salate: Sellerie,,1,1,1901,1901,0.0,0.0,19
85361,Anheuser Busch Budweiser,,46,49,1896,1959,0.15,1.0,11
196539,Har Yoke Chop Suey,,2,2,1939,1939,0.45,0.45,23
473252,Tureen du mans,,1,1,1912,1912,0.6,0.6,8
452536,Fried Hominy with Cream,,3,3,0,0,0.0,0.0,16
448870,Crushed Peaches with Ice Cream,,1,1,1914,1914,0.1,0.1,9
508336,FRIED FISH FILLET With tartar sauce served with two vegetables and chef salad bowl,,1,1,1987,1987,8.5,8.5,15
457316,"CONSOMME, MACEDOINE",,1,1,0,0,0.0,0.0,16
145457,"Medac, Latrille & Ginestet",,1,1,0,0,0.0,0.0,16
93325,"Broiled Roe Shad, Tartar Sauce",,1,1,1899,1899,0.0,0.0,19
335816,CIGARS (Domestic and Havana),,1,1,1941,1941,0.0,0.0,13
385565,Pointe de Boeuf braisee a la Mode,,1,1,1918,1918,0.85,0.85,1
41490,Petits Fanchonettes,,2,2,1900,1900,0.0,0.0,19
66726,Confiture de Bar-le-Duc,,13,13,1906,1917,0.4,40.0,15
391839,1912 Chat. Desmirail,,4,4,1918,1918,1.6,13.5,15
184237,Pistachio Ice Cream with Petit Fours,,1,1,1959,1959,0.0,0.0,24
319079,"Roast Long Island Duckling, Apple Sauce, New Peas",,1,1,1943,1943,1.2,1.2,0
241812,"Cold Salmon, Cucumber, Mayonnaise Sauce",,2,2,1957,1958,0.0,0.0,21
466531,Ginger Ale Highballs,,1,1,1912,1912,0.2,0.2,9
164083,"Ragout fin ""Luccullus"" ",,1,1,0,0,0.0,0.0,16
20008,"COLD DISHES, Boiled ham, potato salad",,1,1,1901,1901,0.0,0.0,19
187103,Broiled Rock Cornish Hen on Toast with Current Jelly,,1,1,1961,1961,5.25,5.25,15
25572,Fowl & Bacon aux Paisley Sce.,,1,1,1900,1900,0.0,0.0,19
373019,"Crab flake, Ravigote",,4,4,1920,1920,0.7,0.9,1
307514,Highball 5c. Extra,,1,1,1944,1944,0.05,0.05,13
433921,"Straigh Bone Sirloin Steak, Julienne Potatoes",,1,1,1914,1914,0.35,0.35,18
346442,Rokt Oxtunga med Sellerirotsallad,,1,1,1938,1938,0.0,0.0,13
180626,"Hausgemachte Bandnudeln mit Spargel-Scampi-Ragout, Rucola und frischen Krautern",,1,1,0,0,0.0,0.0,16
187159,Bran or Corn Muffins with Jelly,,1,1,1948,1948,0.2,0.2,7
314962,Three Feathers V. S. R.,,1,1,1948,1948,0.55,0.55,23
308063,Jamaica Dark Rum,,1,1,1944,1944,0.45,0.45,23
166274,L'Entrecote Grillee ou Bordelaise,,1,1,0,0,0.0,0.0,16
302154,"1950er Alsheimer Kalbchen, Riesling, Spatlese, natur",,1,1,1955,1955,0.0,0.0,21
231224,Stuffed Eggs Olea,,1,1,1965,1965,0.0,0.0,24
41858,Fried cod fish with salt pork,,1,1,1901,1901,0.0,0.0,19
77202,Boiled Bermuda onions with cream,,1,1,1901,1901,0.2,0.2,2
440924,Frappes of any Liqueuers,,1,1,1914,1914,0.3,0.3,11
55166,Fricassee of Chicken a l'Americaine,,3,3,1900,1910,0.0,0.0,5
510955,"L'Andouillette de Troyes grillée, au Vin Blanc ",,1,1,1978,1978,0.0,0.0,17
13463,"Baked apples, with cream",,18,18,1896,1905,0.1,0.3,2
194145,Palace Hotel Claret,,1,1,1917,1917,0.0,0.0,5
26035,"Boiled Capon, Oyster Sauce",,3,3,1899,1900,0.25,1.0,10
254375,Chateau Montelena Cabernet Sauvignon 1982,,1,1,1987,1987,27.0,27.0,6
123498,"String Beans, Saute au beurre",,1,1,1891,1891,0.0,0.0,19
342912,DIAMOND-BACK TERRAPIN A LA TRAVERS,,1,1,1934,1934,0.0,0.0,13
126471,"Rapid East India Madeira, imported by J.W. Boott, Esq. in 1819, bottled in 1822",,1,0,1851,1851,5.0,5.0,15
226561,"Larded Roast Veal, Dish Gravy, Brussels Sprouts, Parsley Potatoes",,1,1,1965,1965,0.0,0.0,24
476397,Shirred eggs with chicken livers,,1,1,1918,1918,0.5,0.5,8
32013,Rote Beetensalat,,3,3,1901,1901,0.0,0.0,19
85713,"Draught Ale, per glass",,1,1,1882,1882,0.15,0.15,2
483403,"Fancy Ices, N.Y. C.",,1,1,0,0,0.0,0.0,16
485514,Agneau de Lait,,1,1,1913,1913,0.85,0.85,1
420078,small pot Ceylon tea with milk,,1,1,1917,1917,0.2,0.2,9
131347,"Ponted Canet Claret, Boshamer Leon and Co.",,1,1,1900,1900,1.0,2.0,4
63182,Patties a la Montmorency,,1,1,1901,1901,0.0,0.0,19
250599,"Gemischter Kalter Braten, Senfgurke",,1,1,1959,1959,0.0,0.0,24
163924,Cremesuppe Londonderry,,1,1,1974,1974,0.0,0.0,17
389382,"Sauterne, Cresta Blanca wine",,6,6,1918,1918,0.75,1.4,4
499385,"Matjes Herring, Boiled Potatoes",,1,1,1913,1913,0.25,0.25,9
18415,Imperial Fromage,,1,1,1900,1900,0.25,0.25,2
501119,"1907 Uerzinger Wuerzgarten Wine, Original, Crescenz Bischofl, Priester Seminar, Pt.",,1,1,1913,1913,0.85,0.85,1
401147,Hot chicken broth,,3,3,1915,1917,0.2,0.35,11
7410,Glass cream,,21,22,1887,1941,0.1,0.2,9
507179,1907 chat. la conseillante,,1,1,1918,1918,1.0,1.0,1
484868,"OLIVES, CELERY, MIXED NUTS",,1,1,1913,1913,,,4
260560,Roastbeef froid sauce tartare,,1,1,1962,1962,0.0,0.0,24
478520,CROTONS,,1,1,0,0,0.0,0.0,16
9223,Beets Sautes,,2,2,1901,1901,0.15,15.0,15
107727,Gerosteter Lachs a la Maitre d'Hotel,,1,1,1899,1899,0.0,0.0,19
199130,Astrachan Kaviar,,3,3,1910,1910,0.0,0.0,5
460604,Biscuit glace Princess,,2,2,0,0,0.0,0.0,16
97368,Creme Arlequin,,1,1,1906,1906,0.0,0.0,5
48808,Steward rhubarb,,2,2,1900,1913,0.15,0.25,2
379766,Tourte a la creme orangee,,1,1,1919,1919,0.25,0.25,9
5270,Little Neck fry with bacon,,1,1,1901,1901,0.4,0.4,11
123117,"Ginger Ale, English",,2,2,1891,1891,0.0,0.15,19
98615,"Spring chicken, Maryland style whole",,1,1,1907,1907,1.5,1.5,22
296442,"Gewurztraminer, Clos Gaensbroennel, '47 -- Grand Reserve (Julius Wile Sons and Co.)",,1,1,1955,1955,0.0,0.0,21
471922,Squab in Chaudfroid,,1,1,1912,1912,1.5,1.5,22
463905,"Noisettes of Lamb, Mexicaine",,1,1,1913,1913,,,4
64185,Turkey Oyster Sauce,,1,1,1900,1900,0.0,0.0,19
285548,Whiskey Sour Cocktail,,10,10,1940,1964,0.35,1.25,23
327973,"H. Upmann, Singulares",,1,1,1940,1940,0.35,0.35,7
306015,Samka Coffee,,1,1,1944,1944,0.35,0.35,7
151711,Season salad - salade du jour,,1,1,1966,1966,0.0,0.0,24
295651,Special ice cream,,9,10,1937,1953,0.15,0.25,7
432453,"Poached eggs, Plain",,1,1,1914,1914,0.2,0.2,9
471195,"Pig's Feet, Mashed Potatoes, Charcutiere sauce",,1,1,1915,1915,0.4,0.4,18
183618,"La Corona, Belvederes",,1,1,0,0,0.15,0.15,16
56239,Lemon Pie.,,1,1,1887,1901,,,4
208895,Astor dressing,,4,4,1969,1969,0.0,0.0,24
148008,"Chef's Salad - Julienne of Ham, Cheese, Turkey and Tongue",,1,1,1982,1982,7.25,7.25,15
306956,Escalloped Oysters with Mushrooms (Recipe from Barnes House in Crisfield),,1,1,1944,1944,1.0,1.0,0
400856,V.I.C. RYE HIGHBALL,,1,1,1917,1917,0.15,0.15,9
268713,"Blanquette de Limoux Cuvee Imperiale, Demi-Sec, Jean Babou",,1,1,1951,1951,0.0,0.0,13
1352,Holsteiner Schnizel,,1,1,1900,1900,0.0,0.0,19
312528,Rye--Bonded (8-10 yrs.),,2,2,1946,1946,0.0,0.0,13
203273,"Strawberry Icecream, Wafers",,1,1,1910,1910,0.0,0.0,5
195734,Yorkshire Ham en Croute,,2,2,1910,1910,0.0,0.0,5
440995,Cold Boiled Corned Beef with Potato Salad,,2,2,1914,1914,0.25,0.25,9
450180,Grape Fruit Cocktails,,1,1,1914,1914,,,4
383447,Sheepshead au gratin,,8,9,1912,1916,0.4,0.8,8
128294,Roquetort,,1,1,1900,1900,0.2,0.2,2
106709,Steinberger Cabinet [Carl Acker],,1,1,1896,1896,3.0,6.0,15
300457,Manhattan Clam Chowder (Fridays only),,1,1,1955,1955,0.0,0.0,21
129718,"Whiskey, plain",,1,1,1900,1900,0.0,0.0,19
89934,Lamb Broth a la Ecossaise,,1,1,1901,1901,0.0,0.0,19
451890,potatoes natural,,1,1,1914,1914,,,4
108812,Boston flip oysters,,1,1,1900,1900,0.4,0.4,11
293550,"Matjes Herring, Sour Cream",,2,2,1953,1953,0.0,0.0,14
442438,"Sea bass, saute, meuniere",,1,1,1914,1914,0.45,0.45,8
271020,Moluscos,,2,2,1953,1961,0.0,0.0,21
74953,"Tenderloin beef, larded, a l'Independance",,1,1,1887,1887,0.0,0.0,19
5047,Veal Chop a la Milanaise,,6,6,1900,1913,0.4,0.75,8
162189,"Chicken Hollandaise, chicken breast with hollandaise sauce",,1,1,0,0,0.0,0.0,16
15114,Mashed New Potatoes,,7,7,1896,1901,,,4
103214,Celery a la Ruskin,,1,1,1895,1895,0.0,0.0,19
372179,Paradise Water,,1,1,1921,1921,0.0,0.0,5
270721,"Schweinekotelette, paniert, Rostkartoffeln, Salate",,1,1,1961,1961,0.0,0.0,24
227746,Mayence Ham-Virginia Ham with Apricot Jelly,,1,1,1972,1972,0.0,0.0,24
497916,Château neuf du pape côtes du rhône,,1,1,1913,1913,0.0,0.0,5
5292,Shrimps with Mushrooms and Tomatoed Bearnaise,,1,1,1900,1900,0.5,0.5,8
295243,"Browned Shortribs of Prize Beef with Fresh Young Vegetables, Bourgeoise",,1,1,1953,1953,0.0,0.0,14
440986,"Matjes Herring, Boiled New Potatoes",,3,3,1914,1914,0.25,0.25,9
453461,Tmato Salad,,1,1,0,0,0.0,0.0,16
229777,*Hacked Chicken in Assorted Flavor,,1,1,1987,1987,3.5,3.5,15
186677,Deep Dish Fresh Berry Pie,,2,2,1930,1931,0.3,0.3,7
262270,BOTTLES OF SODA,,1,1,1987,1987,0.9,0.9,0
58098,Consomme Calcutta,,2,2,1900,1905,0.0,0.0,19
51027,"Mutton Chops, Three, with Tomato Sauce",,1,1,1900,1900,0.6,0.6,1
322838,Gratinerad fiskfilet Duglere,,2,2,1939,1939,0.0,0.0,13
35152,"Steak, Rump, with Bacon",,1,1,1900,1900,0.0,0.0,19
435300,Fonds d'Artichauts a la Creme,,1,1,1914,1914,,,4
367924,"Green Sea Turtle Soup, au Quennells",,1,1,1895,1895,0.0,0.0,19
87439,Oyster bake a law Shanley,,1,1,1900,1900,0.6,0.6,1
360042,"Lamb Kidneys and Mushroom saute, Cabaret, German fried potatoes",,1,1,1933,1933,0.0,0.0,13
152561,DELICE DE SOLE HOMARDINE,,1,1,0,0,0.0,0.0,16
120412,"1893er Winkler Hasensprung, Gg. Anderson",,1,1,1899,1899,0.0,0.0,19
275734,dito mit Sahne,,1,1,1961,1961,0.0,0.0,24
202353,Barbe de Capucin Salad,,2,2,1910,1914,0.3,0.3,11
487440,macaroni tart,,1,1,1913,1913,,,4
371026,French Pastry(1),,2,2,1920,1933,0.0,0.0,5
92327,"Petits Pains de Pommes de Terre, Duchesse",,1,1,1891,1891,0.0,0.0,19
389222,St. Germain soup,,1,1,1918,1918,0.4,0.4,18
160707,Gemusesalat  Mayonnaise,,1,1,0,0,0.0,0.0,16
384610,New Cauliflower,,112,116,1914,2928,0.1,0.3,17
16281,Our Standard,,6,6,1900,1901,0.1,10.0,15
455894,sirloin with mushrooms,,1,1,0,0,0.0,0.0,16
205374,Chilled Tomatoe Juice,,1,1,1968,1968,0.25,0.25,24
467961,Voliere de cailles au chasseur,,1,1,1892,1892,,,4
339083,Kalvlever m.  lok,,1,1,1937,1937,0.0,0.0,13
459035,"Toasted Bread, any kind with Pitcher of Milk with Butter",,1,1,0,0,0.0,0.0,16
135574,"Cognac V.S.O.P., Armagnac V.S.O.P",,1,1,0,0,0.0,0.0,16
398014,Oyster Milk stew,,3,3,1914,1918,0.25,0.4,11
297221,Roast Turkey Wing,,1,1,1955,1955,1.75,1.75,22
439241,SPECIAL Grape Juice,,0,0,0,0,0.0,0.0,16
459314,Fricassee or Pot Pie of Young Chickens with Peas,,1,1,0,0,0.0,0.0,16
61397,"Breast of Turkey, Celery Sauce",,1,1,1900,1900,0.0,0.0,19
184508,"Hearts of Artichokes, Vinaigrette",,4,4,1942,1969,0.0,0.0,14
399064,CHICKEN PIE (Bread and Butter),,1,1,1917,1917,0.25,0.25,9
19720,Hot Oatmeal and cream,,2,2,1900,1900,0.2,0.2,2
235377,Curried Meat Turnovers,,1,1,1969,1969,0.0,0.0,24
